ostan,shahrestan,bakhsh,fam,pop,m,f,lat,lon
قم,قم,مرکزي,365662,1235485,629357,606128,35.9929045,52.94912620817931
قم,قم,نوفل لوشاتو,6492,20588,10551,10037,34.36271875,50.88603085507795
قم,قم,سلفچگان,3272,9938,5093,4845,34.477029,50.511039045981136
قزوين,بوئين زهرا,رامند,5708,19087,9721,9366,35.75817175,49.74005504408471
قزوين,بوئين زهرا,شال,6609,23238,11946,11292,35.92651015,49.85237248893607
قزوين,بوئين زهرا,مركزئ,16779,55500,28331,27169,34.9970417,50.289292719649126
قزوين,بوئين زهرا,دشتابي,7718,25169,13082,12087,36.07792415,49.91941830350436
قزوين,تاكستان,اسفرورين,8453,29300,14955,14345,36.006929799999995,49.74688059261665
قزوين,تاكستان,خرمدشت,6520,20661,10548,10113,35.9294793,49.5117431
قزوين,تاكستان,ضياءآباد,6224,18918,9385,9533,35.96928415,49.33399509438183
قزوين,تاكستان,مركزئ,31720,103757,52993,50764,34.9970417,50.289292719649126
قزوين,قزوين,رودبارالموت شرقي,5133,13701,6946,6755,#,#
قزوين,قزوين,رودبارالموت غربي,7272,20896,10822,10074,#,#
قزوين,قزوين,طارم سفلي,8376,25160,13074,12086,36.56860854999999,49.278545685284826
قزوين,قزوين,مركزئ,161532,517952,263026,254926,34.9970417,50.289292719649126
قزوين,قزوين,كوهين,6146,19222,10036,9186,#,#
قزوين,آبيك,بشاريات,5136,16379,8622,7757,36.0068907,50.2818807804252
قزوين,آبيك,مركزئ,24098,78157,40507,37650,34.9970417,50.289292719649126
قزوين,البرز,محمديه,43898,138903,70674,68229,36.2608233,50.224741763898585
قزوين,البرز,مركزئ,32024,103962,53234,50728,34.9970417,50.289292719649126
قزوين,آوج,مرکزي,7984,25532,13229,12303,35.9929045,52.94912620817931
قزوين,آوج,آبگرم,5833,18265,9366,8899,35.68941845,49.36035850512714
گلستان,بندرگز,مركزئ,10671,32854,16483,16371,34.9970417,50.289292719649126
گلستان,بندرگز,نوكنده,4576,13276,6630,6646,#,#
گلستان,تركمن,مركزئ,17756,66520,33517,33003,34.9970417,50.289292719649126
گلستان,تركمن,سيجوال,3559,13458,6714,6744,36.87211655,54.13025368184169
گلستان,علي آباد,مركزئ,30060,97957,48786,49171,34.9970417,50.289292719649126
گلستان,علي آباد,كمالان,12664,42751,21598,21153,#,#
گلستان,كردكوئ,مركزئ,23510,71270,35970,35300,34.9970417,50.289292719649126
گلستان,گرگان,مركزئ,135537,432110,217261,214849,34.9970417,50.289292719649126
گلستان,گرگان,بهاران,15102,48409,24429,23980,36.84708655,54.66436680963963
گلستان,گنبدكاووس,داشلي برون,7225,27181,13678,13503,37.68453495,55.065090424740816
گلستان,گنبدكاووس,مركزئ,89646,320894,161402,159492,34.9970417,50.289292719649126
گلستان,مينودشت,مركزئ,18195,60367,30240,30127,34.9970417,50.289292719649126
گلستان,مينودشت,كوهسارات,4524,15116,7564,7552,#,#
گلستان,آق قلا,وشمگير,8388,30745,15389,15356,37.250851600000004,54.5047871956914
گلستان,آق قلا,مركزئ,27601,101988,51146,50842,34.9970417,50.289292719649126
گلستان,كلاله,مركزئ,25604,90342,45381,44961,34.9970417,50.289292719649126
گلستان,كلاله,پيشكمر,7394,26977,13455,13522,#,#
گلستان,آزادشهر,چشمه ساران,4837,15282,7733,7549,36.959178550000004,55.425487230206954
گلستان,آزادشهر,مركزئ,24127,81520,40650,40870,34.9970417,50.289292719649126
گلستان,راميان,فندرسك,10771,36472,18074,18398,#,#
گلستان,راميان,مركزئ,14807,49737,25008,24729,34.9970417,50.289292719649126
گلستان,مراوه تپه,مركزي,8141,31262,15550,15712,34.9970417,50.289292719649126
گلستان,مراوه تپه,گلي داغ,7806,28728,14351,14377,38.3409,47.1687
گلستان,گميشان,مركزي,9448,34751,17567,17184,34.9970417,50.289292719649126
گلستان,گميشان,گلدشت,9025,34021,17147,16874,37.133214499999994,54.33660015640529
گلستان,گاليكش,مرکزي,14112,47457,23807,23650,35.9929045,52.94912620817931
گلستان,گاليكش,لوه,4609,15716,7857,7859,37.36711455,55.757257842105076
خراسان شمالي,اسفراين,بام وصفي آباد,5642,16887,8140,8747,36.7986411,57.88890311613271
خراسان شمالي,اسفراين,مركزئ,30868,103603,52183,51420,34.9970417,50.289292719649126
خراسان شمالي,بجنورد,مركزئ,87427,300082,150636,149446,34.9970417,50.289292719649126
خراسان شمالي,بجنورد,گرمخان,7030,24001,12142,11859,37.6139317,57.40152107248768
خراسان شمالي,جاجرم,جلگه سنخواست,2201,6881,3393,3488,37.020374149999995,56.73943475020735
خراسان شمالي,جاجرم,جلگه شوقان,2935,8985,4432,4553,37.3128377,56.83089673470678
خراسان شمالي,جاجرم,مركزئ,6018,20807,10638,10169,34.9970417,50.289292719649126
خراسان شمالي,شيروان,سرحد,3386,11967,6201,5766,37.6650335,58.01125629424805
خراسان شمالي,شيروان,مركزئ,37420,123745,62122,61623,34.9970417,50.289292719649126
خراسان شمالي,شيروان,قوشخانه,3065,10423,5332,5091,37.789370250000005,57.75626006610044
خراسان شمالي,فاروج,خبوشان,4683,14669,7452,7217,37.42290495,58.26580739992478
خراسان شمالي,فاروج,مركزئ,10778,34574,17307,17267,34.9970417,50.289292719649126
خراسان شمالي,مانه وسملقان,سملقان,6738,21378,10831,10547,37.444109850000004,56.455888606719924
خراسان شمالي,مانه وسملقان,مانه,7218,26082,13120,12962,37.87764855,56.752572272074715
خراسان شمالي,مانه وسملقان,مركزئ,15350,53110,26874,26236,34.9970417,50.289292719649126
خراسان شمالي,گرمه,مركزي,7748,25475,12882,12593,34.9970417,50.289292719649126
خراسان شمالي,راز و جرگلان,مرکزي,5339,19559,9761,9798,35.9929045,52.94912620817931
خراسان شمالي,راز و جرگلان,غلامان,3418,11684,5824,5860,38.1119445,57.17345001553301
خراسان شمالي,راز و جرگلان,جرگلان,7146,27967,13753,14214,38.175100549999996,56.56662043283961
خراسان جنوبي,بيرجند,مركزئ,74657,261324,132182,129142,34.9970417,50.289292719649126
خراسان جنوبي,درميان,قهستان,4326,14295,7048,7247,33.13852,59.683857391106045
خراسان جنوبي,درميان,گزيك,3937,15869,8099,7770,#,#
خراسان جنوبي,درميان,مركزئ,6376,23550,11905,11645,34.9970417,50.289292719649126
خراسان جنوبي,سربيشه,مركزئ,5039,17755,8828,8927,34.9970417,50.289292719649126
خراسان جنوبي,سربيشه,مود,3945,12037,5876,6161,32.586568850000006,59.45698827469096
خراسان جنوبي,سربيشه,درح,3027,11167,5690,5477,32.351278199999996,60.555876125797624
خراسان جنوبي,قائنات,مركزئ,21798,73917,37437,36480,34.9970417,50.289292719649126
خراسان جنوبي,قائنات,نيمبلوك,6087,19791,9835,9956,#,#
خراسان جنوبي,قائنات,سده,6909,22473,11148,11325,30.6719448,52.1305239982633
خراسان جنوبي,نهبندان,شوسف,3726,12439,6253,6186,32.01837955,59.889907748903596
خراسان جنوبي,نهبندان,مركزئ,10459,39010,20025,18985,34.9970417,50.289292719649126
خراسان جنوبي,سرايان,آيسك,7849,24881,12452,12429,#,#
خراسان جنوبي,سرايان,سه قلعه,2480,8431,4177,4254,33.34630745,58.32813805056318
خراسان جنوبي,فردوس,مركزئ,14302,45523,22783,22740,34.9970417,50.289292719649126
خراسان جنوبي,بشرويه,مركزي,6237,20091,10142,9949,34.9970417,50.289292719649126
خراسان جنوبي,بشرويه,ارسك,2018,5973,2974,2999,33.635478,57.419925453236445
خراسان جنوبي,زيرکوه,مرکزي,5148,19713,10148,9565,35.9929045,52.94912620817931
خراسان جنوبي,زيرکوه,زهان,3310,10952,5467,5485,33.5201986,59.7348485144403
خراسان جنوبي,زيرکوه,شاسکوه,2720,9490,4803,4687,33.837008749999995,59.95619262557091
خراسان جنوبي,خوسف,مرکزي,4325,18248,11015,7233,35.9929045,52.94912620817931
خراسان جنوبي,خوسف,جلگه ماژان,3166,9351,4629,4722,32.0549024,58.65217150809413
خراسان جنوبي,طبس,دستگردان,3350,10255,5124,5131,34.52775905,56.69389653734822
خراسان جنوبي,طبس,مركزئ,15940,52528,26647,25881,34.9970417,50.289292719649126
خراسان جنوبي,طبس,ديهوك,2852,9834,5229,4605,32.9651856,57.028328161101214
البرز,کرج,مرکزي,617773,1956267,990891,965376,35.9929045,52.94912620817931
البرز,کرج,آسارا,5977,17150,8853,8297,36.0401841,51.1844826
البرز,ساوجبلاغ,مرکزي,47980,153675,78047,75628,35.9929045,52.94912620817931
البرز,ساوجبلاغ,چندار,9499,28841,14951,13890,36.00581855,50.92340866645482
البرز,ساوجبلاغ,چهارباغ,23430,77409,40499,36910,35.82595325,50.752897154537166
البرز,نظرآباد,مرکزي,40857,133712,68521,65191,35.9929045,52.94912620817931
البرز,نظرآباد,تنکمان,5800,18723,9752,8971,35.864448949999996,50.59935311092347
البرز,طالقان,مرکزي,3549,9476,4812,4664,35.9929045,52.94912620817931
البرز,طالقان,بالا طالقان,2805,7339,3668,3671,#,#
البرز,اشتهارد,مرکزي,10911,35250,18244,17006,35.9929045,52.94912620817931
البرز,اشتهارد,پلنگ آباد,819,2625,1360,1265,35.73108335,50.590939648317324
البرز,فرديس,مرکزي,61129,188129,94095,94034,35.9929045,52.94912620817931
البرز,فرديس,مشکين دشت,25490,83700,42587,41113,35.74036755,50.94438956356684
