ostan,shahrestan,bakhsh,shahr,fam,pop,m,f,lat,lon
تهران,رباط کریم,مركزئ,پرند,31693,97464,48977,48487,35.477882,50.9469189
تهران,پاکدشت,شريف آباد,جمال آباد,8737,29684,15192,14492,37.9712657,45.0055245
تهران,پاکدشت,شريف آباد,شريف آباد,2638,9362,4895,4467,37.9846153,44.9411541
تهران,پاکدشت,شريف آباد,كريم آباد,2008,7106,3642,3464,36.3270559,74.6593357
تهران,پاکدشت,شريف آباد,شريف آباد,5368,18281,9388,8893,37.9846153,44.9411541
تهران,پاکدشت,مركزئ,حصارامير,2044,6465,3313,3152,35.55596025,51.75991554034454
تهران,پاکدشت,مركزئ,فرون آباد,1711,6136,3223,2913,35.5150443,51.6195825
تهران,پاکدشت,مركزئ,فيلستان,4439,15926,8188,7738,35.4356069,51.6674566
تهران,پاکدشت,مركزئ,پاکدشت,70220,236319,120459,115860,35.4751698,51.6806973
تهران,پاکدشت,مركزئ,فرون اباد,6372,21682,11070,10612,#,#
تهران,فیروزکوه,ارجمند,قزقانچائ,666,1903,967,936,35.8577164,52.522916417842396
تهران,فیروزکوه,ارجمند,دوبلوك,1210,3475,1773,1702,#,#
تهران,فیروزکوه,ارجمند,ارجمند,406,1124,570,554,35.8154903,52.5141334
تهران,فیروزکوه,مركزئ,پشتكوه,1007,2745,1378,1367,#,#
تهران,فیروزکوه,مركزئ,شهرآباد,1448,3975,2037,1938,35.1490811,57.9356524
تهران,فیروزکوه,مركزئ,حبلرود,1263,2883,1523,1360,35.520665550000004,52.54210832284943
تهران,فیروزکوه,مركزئ,فیروزکوه,5700,17453,8845,8608,35.7556732,52.7730592
تهران,قدس,مركزي,دانش,1198,3889,1984,1905,36.2826824,59.6049607
تهران,قدس,مركزي,هفت جوئ,950,3137,1656,1481,35.7324111,51.0292322
تهران,قدس,مركزي,قدس,94532,309605,158567,151038,36.3596232,55.4412145
تهران,ملارد,مركزي,ملارد شمالي,9126,31362,16283,15079,35.666763,50.9790423
تهران,ملارد,مركزي,ملارد جنوبي,3688,12399,6457,5942,35.628760299999996,50.91110749782165
تهران,ملارد,مركزي,ملارد,86830,281027,143278,137749,35.666763,50.9790423
تهران,ملارد,صفا دشت,بي بي سكينه,4987,17399,9093,8306,#,#
تهران,ملارد,صفا دشت,اخترآباد,784,2576,1381,1195,35.580963249999996,50.582179135212826
تهران,ملارد,صفا دشت,صفادشت,9687,32476,16743,15733,35.692438,50.8482841
تهران,پيشوا,مركزي,پيشوا,1207,4240,2178,2062,35.3058833,51.7252649
تهران,پيشوا,مركزي,عسگريه,2807,10187,5337,4850,36.233266,59.6286285
تهران,پيشوا,مركزي,پيشوا,18054,59184,29562,29622,35.3058833,51.7252649
تهران,پيشوا,جليل آباد,جليل آباد,1992,6960,3586,3374,37.1087768,46.6986136
تهران,پيشوا,جليل آباد,طارند بالا,1644,6030,3055,2975,35.364592,51.7295961
تهران,بهارستان,گلستان,ميمنت,2043,7353,3793,3560,29.7233223,52.4565257
تهران,بهارستان,گلستان,صالح آباد,350,1134,574,560,29.3110846,56.4867213
تهران,بهارستان,گلستان,گلستان,70072,239556,123923,115633,37.1984436,55.070672
تهران,بهارستان,گلستان,صالحيه,17372,58683,30396,28287,35.5076673,51.1904686
تهران,بهارستان,بوستان,اسماعيل آباد,0,0,0,0,29.8231457,56.7748603
تهران,بهارستان,بوستان,همدانك,8523,29210,15103,14107,#,#
تهران,بهارستان,بوستان,نسيم شهر,58431,200393,103371,97022,35.5613083,51.164113
تهران,پرديس,بومهن,گلخندان,509,1550,821,729,37.4933448,59.1563909
تهران,پرديس,بومهن,کرشت,1650,5237,2785,2452,35.7124077,51.8262961
تهران,پرديس,بومهن,بومهن,24385,79034,40788,38246,35.7285207,51.864313
تهران,پرديس,بومهن,پرديس,23938,73363,36933,36430,35.7371227,51.8172149
تهران,پرديس,جاجرود,جاجرود,724,2264,1177,1087,35.7448773,51.7007789
تهران,پرديس,جاجرود,سعيد آباد,2149,7600,3964,3636,33.5288003,50.3203988
تهران,قرچک,مرکزي,قشلاق جيتو,3241,11624,6099,5525,35.448178,51.6064286
تهران,قرچک,مرکزي,ولي آباد,7581,26437,13888,12549,35.9041,45.9259
تهران,قرچک,مرکزي,قرچک,69029,231075,118260,112815,35.4421824,51.5697005
اردبيل,اردبيل,مركزئ,ارشق شرقي,970,3403,1712,1691,38.5118499,48.2042610215029
اردبيل,اردبيل,مركزئ,بالغلو,2334,8054,4255,3799,38.1461467,48.232829484229924
اردبيل,اردبيل,مركزئ,سردابه,5591,19396,10121,9275,38.284446,48.0483627
اردبيل,اردبيل,مركزئ,شرقي,2362,7962,4208,3754,28.932552,53.2621561
اردبيل,اردبيل,مركزئ,كلخوران,2978,10048,5358,4690,#,#
اردبيل,اردبيل,مركزئ,اردبيل,158627,529374,269387,259987,38.4583983,47.9313001
اردبيل,اردبيل,مركزئ,اردبيل 1,27926,93351,46798,46553,38.1965974,48.2924109
اردبيل,اردبيل,مركزئ,اردبيل 2,39421,130320,67282,63038,38.2011972,48.2933519
اردبيل,اردبيل,مركزئ,اردبيل 3,54222,182070,92497,89573,38.2726492,48.3121906
اردبيل,اردبيل,مركزئ,اردبيل 4,37058,123633,62810,60823,38.2732142,48.3130776
اردبيل,اردبيل,هير,فولادلوئ جنوبي,623,2021,1046,975,37.99683835,48.480746167873605
اردبيل,اردبيل,هير,فولادلوئ شمالي,2632,9341,4981,4360,38.111703250000005,48.413515527859175
اردبيل,اردبيل,هير,هير,1723,5840,3030,2810,38.0800655,48.5051651
اردبيل,اردبيل,هير,هير,681,2080,1054,1026,38.0800655,48.5051651
اردبيل,اردبيل,ثمرين,غربي,1389,4936,2598,2338,34.433333,44.9
اردبيل,اردبيل,ثمرين,دوجاق,1063,3535,1752,1783,38.41189,48.05195122436429
اردبيل,بيله سوار,مركزئ,انجيرلو,932,2951,1563,1388,39.1785134,48.0734253
اردبيل,بيله سوار,مركزئ,گوگ تپه,2953,9972,5225,4747,37.5172301,45.1439406
اردبيل,بيله سوار,مركزئ,بيله سوار,4837,16188,8210,7978,39.3779114,48.3499706
اردبيل,بيله سوار,قشلاق دشت,قشلاق جنوبي,1430,4868,2524,2344,34.030866,47.5850345
اردبيل,بيله سوار,قشلاق دشت,قشلاق شرقي,2881,10052,5158,4894,37.4062919,46.9643047
اردبيل,بيله سوار,قشلاق دشت,جعفرآباد,2037,7226,3683,3543,33.9324267,47.6657108
اردبيل,خلخال,خورش رستم,خورش رستم جنوبي,1537,4875,2480,2395,37.2417786,48.52540558884087
اردبيل,خلخال,خورش رستم,خورش رستم شمالي,1143,3239,1609,1630,37.36545305,48.38194474770843
اردبيل,خلخال,خورش رستم,هشتجين,1775,5725,2890,2835,37.369503,48.322197
اردبيل,خلخال,شاهرود,پلنگا,1549,5000,2591,2409,37.328209650000005,48.65206848379292
اردبيل,خلخال,شاهرود,شال,1165,3210,1616,1594,37.3429513,47.3465801
اردبيل,خلخال,شاهرود,شاهرود,479,1213,579,634,36.4195026,54.9649915
اردبيل,خلخال,شاهرود,كلور,784,2347,1141,1206,35.006068,45.281268
اردبيل,خلخال,مركزئ,خانندبيل شرقي,4500,14374,7399,6975,37.5875219,48.56803752827297
اردبيل,خلخال,مركزئ,خانندبيل غربي,1373,4237,2181,2056,37.55988035,48.391178662143055
اردبيل,خلخال,مركزئ,سنجبدشرقي,973,3207,1642,1565,37.7707166,48.545463351912375
اردبيل,خلخال,مركزئ,خلخال,11501,39304,19663,19641,37.6192217,48.5278144
اردبيل,مشگين شهر,ارشق,ارشق شمالي,1355,4237,2142,2095,38.684771749999996,47.942792309004204
اردبيل,مشگين شهر,ارشق,ارشق مركزئ,1399,4478,2253,2225,#,#
اردبيل,مشگين شهر,ارشق,رضي,472,1581,802,779,38.6296398,48.0956519
اردبيل,مشگين شهر,مركزئ,دشت,7495,23699,12284,11415,36.2039127,58.9517437
اردبيل,مشگين شهر,مركزئ,مشگين شرقي,3013,9749,5113,4636,38.4261547,47.87919284118667
اردبيل,مشگين شهر,مركزئ,مشگين شهر,21926,74109,38059,36050,38.3979293,47.6764836
اردبيل,مشگين شهر,مشكين شرقي,قره سو,1192,3237,1564,1673,33.7737797,48.835419
اردبيل,مشگين شهر,مشكين شرقي,لاهرود,1430,4329,2209,2120,38.5081222,47.8316745
اردبيل,مشگين شهر,مشكين شرقي,نقدئ,731,1949,932,1017,38.8476341,47.5300168
اردبيل,مشگين شهر,مشكين شرقي,لاهرود,762,2149,1050,1099,38.5081222,47.8316745
اردبيل,مشگين شهر,مشكين شرقي,فخراباد,364,999,502,497,29.610647200000002,52.52450102806212
اردبيل,مشگين شهر,مرادلو,ارشق غربي,1513,5157,2619,2538,38.715884450000004,47.73076552508378
اردبيل,مشگين شهر,مرادلو,صلوات,509,1785,897,888,38.80921,47.7394069
اردبيل,مشگين شهر,مرادلو,يافت,666,2419,1257,1162,38.72754675,47.50591313075914
اردبيل,مشگين شهر,مرادلو,مرادلو,218,671,312,359,38.7466001,47.7458947
اردبيل,مشگين شهر,قصابه,شعبان,1111,3394,1750,1644,36.9536267,46.9518674
اردبيل,مشگين شهر,قصابه,مشگين غربي,1181,3904,2046,1858,38.715884450000004,47.73076552508378
اردبيل,مشگين شهر,قصابه,قصابه,662,2095,1050,1045,38.3837047,47.5455522
اردبيل,گرمي,انگوت,انگوت شرقي,2068,6969,3523,3446,39.045299,47.7448756
اردبيل,گرمي,انگوت,انگوت غربي,2953,10721,5604,5117,39.049867,47.6041024231162
اردبيل,گرمي,انگوت,پائين برزند,811,2557,1273,1284,38.9604728,47.8782941368345
اردبيل,گرمي,انگوت,تازه كندانگوت,717,2645,1333,1312,#,#
اردبيل,گرمي,مركزئ,اجارودغربي,1999,6523,3294,3229,39.00658515,48.00698092626844
اردبيل,گرمي,مركزئ,اجارودمركزئ,404,1304,653,651,#,#
اردبيل,گرمي,مركزئ,اني,1289,4364,2193,2171,36.606361,44.957028
اردبيل,گرمي,مركزئ,اجارودشمالي,802,2832,1408,1424,39.1133952,48.06396267022601
اردبيل,گرمي,مركزئ,گرمي,8375,28967,14796,14171,39.0288619,48.08053
اردبيل,گرمي,موران,اجارودشرقي,1750,6164,2996,3168,39.01359205,48.271215172588356
اردبيل,گرمي,موران,آزادلو,1181,3855,1862,1993,39.11839065,48.25246015234974
اردبيل,پارس آباد,مركزئ,ساوالان,4415,15496,7871,7625,38.2669323,47.8368019
اردبيل,پارس آباد,مركزئ,اولتان,2607,9261,4791,4470,39.6058733,47.7690599
اردبيل,پارس آباد,مركزئ,پارس آباد,26505,93387,47954,45433,39.6461735,47.918551
اردبيل,پارس آباد,اصلاندوز,اصلاندوز,4713,17709,9685,8024,39.4417175,47.4102145
اردبيل,پارس آباد,اصلاندوز,قشلاق غربي,2425,8449,4390,4059,38.6292738,44.8098822
اردبيل,پارس آباد,اصلاندوز,اصلاندوز,1760,6348,3268,3080,39.4417175,47.4102145
اردبيل,پارس آباد,تازه كند,محمودآباد,1303,4615,2399,2216,37.3659163,45.130571
اردبيل,پارس آباد,تازه كند,تازه كند,1673,5816,3112,2704,37.9797015,46.0007288
اردبيل,پارس آباد,تازه كند,تازه كند,708,2575,1331,1244,37.9797015,46.0007288
اردبيل,پارس آباد,اسلام آباد,اسلام آباد,1212,4218,2161,2057,33.6938118,73.0651511
اردبيل,پارس آباد,اسلام آباد,شهرک,1932,6658,3453,3205,39.466598950000005,47.67051706578168
اردبيل,پارس آباد,اسلام آباد,اسلام اباد,829,3068,1540,1528,33.6938118,73.0651511
اردبيل,كوثر,مركزئ,سنجبدشمالي,960,3517,1757,1760,37.87488905,48.44243626732231
اردبيل,كوثر,مركزئ,سنجبدغربي,2055,6881,3618,3263,37.76279985,48.28975783504747
اردبيل,كوثر,مركزئ,گيوئ,2182,7101,3553,3548,37.6871242,48.3460293
اردبيل,كوثر,فيروز,زرج آباد,698,2233,1138,1095,37.6491136,48.0581051
اردبيل,كوثر,فيروز,سنجبدجنوبي,691,2395,1240,1155,37.565745750000005,48.204176979924085
اردبيل,نمين,ويلكيج,ويلكيج جنوبي,1143,3916,2019,1897,#,#
اردبيل,نمين,ويلكيج,ويلكيج مركزئ,4119,14513,7644,6869,#,#
اردبيل,نمين,ويلكيج,آبي بيگلو,1769,6516,3409,3107,38.28365,48.5527012
اردبيل,نمين,مركزئ,دولت آباد,1500,5365,2785,2580,28.2433864,57.5871327
اردبيل,نمين,مركزئ,گرده,632,1890,950,940,38.4511217,48.407196
اردبيل,نمين,مركزئ,ويلكيج شمالي,1558,4996,2522,2474,#,#
اردبيل,نمين,مركزئ,نمين,4105,13659,6832,6827,38.4240161,48.4840477
اردبيل,نمين,عنبران,عنبران,392,1196,594,602,38.4900003,48.4355097
اردبيل,نمين,عنبران,ميناباد,848,2851,1424,1427,38.4949701,48.49665297358306
اردبيل,نمين,عنبران,عنبران,1770,5757,2905,2852,38.4900003,48.4355097
اردبيل,نير,مركزئ,دورسونخواجه,1354,4132,2165,1967,38.11003565,47.931816180787244
اردبيل,نير,مركزئ,رضاقلي قشلاق,651,2185,1125,1060,38.1065341,48.1424546
اردبيل,نير,مركزئ,نير,1715,5873,2996,2877,31.4845702,54.1259966
اردبيل,نير,كوراييم,مهماندوست,768,2465,1276,1189,36.2190674,54.5572854
اردبيل,نير,كوراييم,يورتچي شرقي,570,2112,1132,980,37.90086575,48.21732195529433
اردبيل,نير,كوراييم,يورتچي غربي,1074,3266,1725,1541,37.946282350000004,48.02610177663833
اردبيل,نير,كوراييم,كوراييم,232,831,426,405,#,#
اردبيل,سرعين,مركزي,آب گرم,1134,3825,1963,1862,39.018143,44.3550834
اردبيل,سرعين,مركزي,الوارس,1163,4021,2133,1888,#,#
اردبيل,سرعين,مركزي,سرعين,1582,5459,2878,2581,38.1493746,48.0746208
اردبيل,سرعين,سبلان,سبلان,560,1798,929,869,38.2669323,47.8368019
اردبيل,سرعين,سبلان,ارجستان,899,3097,1650,1447,38.2059196,48.0585263
قم,قم,جعفراباد,جعفرآباد,2760,9676,5013,4663,33.9324267,47.6657108
قم,قم,جعفراباد,جعفريه,2552,9387,4884,4503,34.7747682,50.5164348
قم,قم,خلجستان,دستجرد,1158,2782,1354,1428,37.6917452,45.059709
قم,قم,خلجستان,قاهان,1117,2900,1515,1385,34.7242989,50.263527
قم,قم,خلجستان,دستجرد,517,1525,771,754,37.6917452,45.059709
قم,قم,مرکزي,قمرود,1971,7043,4089,2954,34.7244994,51.0718681
قم,قم,مرکزي,قنوات,3355,15617,9630,5987,34.6136599,51.0246432
قم,قم,مرکزي,قم,356976,1201158,609541,591617,34.6423117,50.8800969
قم,قم,مرکزي,قم 5,21946,78401,40470,37931,34.71978015,50.87261311389613
قم,قم,مرکزي,قم 6,61578,213356,108698,104658,34.720080749999994,50.87359849228467
قم,قم,مرکزي,قم 1,60716,192060,97496,94564,34.7198134,50.87163523795082
قم,قم,مرکزي,قم 2,54185,189708,97382,92326,34.71960265,50.87118165383178
قم,قم,مرکزي,قم 3,52494,171363,86918,84445,34.71919335,50.87538976723032
قم,قم,مرکزي,قم 4,57392,192755,96495,96260,34.6657848,50.8647349
قم,قم,مرکزي,قنوات,3360,11667,6097,5570,34.6136599,51.0246432
قم,قم,مرکزي,قم 7,12743,41625,21733,19892,34.71998025,50.87378090349819
قم,قم,مرکزي,قم 8,35922,121890,60349,61541,34.6503121,50.9103548
قم,قم,نوفل لوشاتو,فردو,1186,3482,1796,1686,34.260144,50.903397
قم,قم,نوفل لوشاتو,کهک,3826,12269,6273,5996,34.3930163,50.8648024
قم,قم,نوفل لوشاتو,کهک,1480,4837,2482,2355,34.3930163,50.8648024
قم,قم,سلفچگان,راهجردشرقي,1346,3928,1997,1931,#,#
قم,قم,سلفچگان,نيزار,1477,4620,2362,2258,34.0939321,54.8116783
قم,قم,سلفچگان,سلفچگان,449,1390,734,656,34.4783955,50.4577101
قزوين,بوئين زهرا,رامند,ابراهيم آباد,1399,4473,2316,2157,28.5940611,57.7460941
قزوين,بوئين زهرا,رامند,رامندجنوبي,1608,5180,2582,2598,#,#
قزوين,بوئين زهرا,رامند,دانسفهان,2701,9434,4823,4611,35.811396,49.7420921
قزوين,بوئين زهرا,شال,زين آباد,1194,4183,2208,1975,33.0473781,59.3898877
قزوين,بوئين زهرا,شال,قلعه هاشم,1198,3765,1953,1812,35.88150205,49.762979949208486
قزوين,بوئين زهرا,شال,شال,4217,15290,7785,7505,37.3429513,47.3465801
قزوين,بوئين زهرا,مركزئ,زهرائ بالا,4320,14023,7235,6788,35.8984523,50.09306994337453
قزوين,بوئين زهرا,مركزئ,زهرائ پائين,2693,9527,4918,4609,35.6656689,50.11897645368278
قزوين,بوئين زهرا,مركزئ,سگزآباد,1804,5635,2842,2793,35.7739115,49.9362308
قزوين,بوئين زهرا,مركزئ,بوئين زهرا,6298,20823,10552,10271,35.7679957,50.0579667
قزوين,بوئين زهرا,مركزئ,سگزآباد,1664,5492,2784,2708,35.7739115,49.9362308
قزوين,بوئين زهرا,دشتابي,دشتابي شرقي,3069,10210,5304,4906,36.08188565,49.95413683374889
قزوين,بوئين زهرا,دشتابي,دشتابي غربي,3053,9916,5195,4721,36.0795852,49.82707545735052
قزوين,بوئين زهرا,دشتابي,ارداق,1596,5043,2583,2460,36.0531207,49.8249049
قزوين,تاکستان,اسفرورين,اك,2999,10320,5364,4956,36.902068,44.552187
قزوين,تاکستان,اسفرورين,خرم آباد,2060,6609,3389,3220,33.4842109,48.3538276
قزوين,تاکستان,اسفرورين,اسفرورين,3394,12371,6202,6169,35.9353304,49.7479887
قزوين,تاکستان,خرمدشت,افشاريه,2379,7262,3692,3570,35.78178065,49.54667471621383
قزوين,تاکستان,خرمدشت,رامندشمالي,2144,6845,3522,3323,#,#
قزوين,تاکستان,خرمدشت,خرمدشت,1997,6554,3334,3220,35.9294793,49.5117431
قزوين,تاکستان,ضياءآباد,دودانگه سفلي,1829,5595,2792,2803,35.821505599999995,49.37515384698423
قزوين,تاکستان,ضياءآباد,دودانگه عليا,1658,5061,2480,2581,36.04345525,49.46216658737884
قزوين,تاکستان,ضياءآباد,ضياڈآباد,2737,8262,4113,4149,#,#
قزوين,تاکستان,مركزئ,قاقازان شرقي,3878,12887,6656,6231,36.42693685,49.824573621587994
قزوين,تاکستان,مركزئ,قاقازان غربي,1403,4412,2231,2181,36.451243899999994,49.628562266433704
قزوين,تاکستان,مركزئ,نرجه,183,555,271,284,35.9909852,49.6245427
قزوين,تاکستان,مركزئ,تاکستان,24595,80299,40975,39324,36.0726006,49.6937027
قزوين,تاکستان,مركزئ,نرجه,1661,5604,2860,2744,35.9909852,49.6245427
قزوين,قزوين,رودبارالموت شرقي,الموت بالا,1924,5067,2595,2472,36.4464061,50.6963808
قزوين,قزوين,رودبارالموت شرقي,الموت پائين,1290,3241,1645,1596,36.44473215,50.58609728950749
قزوين,قزوين,رودبارالموت شرقي,معلم كلايه,1211,3170,1560,1610,#,#
قزوين,قزوين,رودبارالموت شرقي,معلم كلايه,708,2223,1146,1077,#,#
قزوين,قزوين,رودبارالموت غربي,رودبار شهرستان,2634,7584,3928,3656,36.8219055,49.4268249
قزوين,قزوين,رودبارالموت غربي,رودبار محمدزماني,3268,9355,4838,4517,#,#
قزوين,قزوين,رودبارالموت غربي,دستجرد,965,2704,1394,1310,37.6917452,45.059709
قزوين,قزوين,رودبارالموت غربي,رازميان,405,1253,662,591,36.5411254,50.2117178
قزوين,قزوين,طارم سفلي,چوقور,1177,3547,1851,1696,36.531655799999996,49.12878133030151
قزوين,قزوين,طارم سفلي,خندان,4060,12013,6299,5714,33.1256065,65.0447582
قزوين,قزوين,طارم سفلي,كوهگير,1385,4547,2291,2256,#,#
قزوين,قزوين,طارم سفلي,نيارك,1454,4248,2215,2033,#,#
قزوين,قزوين,طارم سفلي,سيردان,300,805,418,387,36.6466238,49.1917414
قزوين,قزوين,مركزئ,اقبال شرقي,3298,10360,5284,5076,38.0572205,46.3629772
قزوين,قزوين,مركزئ,اقبال غربي,8465,27796,14346,13450,36.8805149,46.347678
قزوين,قزوين,مركزئ,قزوين,127154,402748,203702,199046,35.8369179,50.9428636
قزوين,قزوين,مركزئ,اقباليه,16154,55066,28441,26625,36.2305623,49.9248188
قزوين,قزوين,مركزئ,قزوين 1,32727,104549,54570,49979,35.8406888,50.9313867
قزوين,قزوين,مركزئ,قزوين 2,25808,78950,38880,40070,36.8834446,10.3109534
قزوين,قزوين,مركزئ,محمودآبادنمونه,6461,21982,11253,10729,#,#
قزوين,قزوين,مركزئ,قزوين 3,31374,97936,48935,49001,36.0451285,50.5199766
قزوين,قزوين,مركزئ,قزوين 4,37245,121313,61317,59996,36.04454,50.5211492
قزوين,قزوين,كوهين,ايلات قاقازان شرقي,3231,10650,5504,5146,36.42693685,49.824573621587994
قزوين,قزوين,كوهين,ايلات قاقازان غربي,2497,7161,3786,3375,36.451243899999994,49.628562266433704
قزوين,قزوين,كوهين,كوهين,418,1411,746,665,32.0046469,34.7648419
قزوين,آبيک,بشاريات,بشاريات شرقي,1830,5682,2972,2710,35.98585255,50.3287800273565
قزوين,آبيک,بشاريات,بشاريات غربي,2305,7549,4034,3515,36.0345444,50.15919616257939
قزوين,آبيک,بشاريات,خاكعلي,1001,3148,1616,1532,#,#
قزوين,آبيک,مركزئ,زياران,3320,10370,5491,4879,36.1206422,50.5280819
قزوين,آبيک,مركزئ,كوهپايه شرقي,1193,4614,2927,1687,#,#
قزوين,آبيک,مركزئ,كوهپايه غربي,1065,3066,1519,1547,#,#
قزوين,آبيک,مركزئ,آبيک,18520,60107,30570,29537,36.0416927,50.5320519
قزوين,البرز,محمديه,حصارخروان,3211,9662,4895,4767,36.2608233,50.224741763898585
قزوين,البرز,محمديه,شريف آباد,109,321,163,158,37.9846153,44.9411541
قزوين,البرز,محمديه,شريفيه,6074,20347,10516,9831,35.9874482,54.2541009
قزوين,البرز,محمديه,محمديه,28923,90513,45777,44736,33.6958383,-7.3893292
قزوين,البرز,محمديه,بيدستان,5581,18060,9323,8737,35.5188671,59.1580197
قزوين,البرز,مركزئ,پيريوسفيان,1274,4321,2353,1968,36.158710299999996,50.025504475576795
قزوين,البرز,مركزئ,نصرت آباد,1814,5805,2992,2813,37.4388801,59.1645174
قزوين,البرز,مركزئ,الوند,28936,93836,47889,45947,31.7497331,59.8790077
قزوين,آوج,مرکزي,حصاروليعصر,2940,9883,5182,4701,35.8265075,48.932011006229956
قزوين,آوج,مرکزي,خرقان غربي,933,2699,1411,1288,35.68024965,49.076626573748044
قزوين,آوج,مرکزي,شهيدآباد,2490,7808,3978,3830,36.760926,50.8766514420414
قزوين,آوج,مرکزي,آوج,1621,5142,2658,2484,35.5787119,49.2235344
قزوين,آوج,آبگرم,آبگرم,1711,5220,2675,2545,36.9834857,47.0143708
قزوين,آوج,آبگرم,خرقان شرقي,2219,6709,3392,3317,35.591914450000004,49.502716042086206
قزوين,آوج,آبگرم,آبگرم,1903,6336,3299,3037,36.9834857,47.0143708
گلستان,بندرگز,مركزئ,انزان شرقي,2216,6950,3483,3467,36.73815985,54.02448553056688
گلستان,بندرگز,مركزئ,انزان غربي,1740,5162,2563,2599,31.8228777,49.8662488
گلستان,بندرگز,مركزئ,بندرگز,6715,20742,10437,10305,36.7719958,53.9481369
گلستان,بندرگز,نوكنده,بنفشه تپه,610,1772,880,892,35.3094717,47.010608
گلستان,بندرگز,نوكنده,ليوان,1650,4854,2401,2453,37.8346349,46.4307886
گلستان,بندرگز,نوكنده,نوكنده,2316,6650,3349,3301,#,#
گلستان,تركمن,مركزئ,جعفربائ جنوبي,1821,6894,3480,3414,36.917443,54.011036114602305
گلستان,تركمن,مركزئ,فراغي,1423,5656,2828,2828,37.52670825,55.59396329697988
گلستان,تركمن,مركزئ,بندرتركمن,14512,53970,27209,26761,#,#
گلستان,تركمن,سيجوال,قره سو غربي,2054,7816,3906,3910,34.433333,44.9
گلستان,تركمن,سيجوال,قره سو شرقي,1505,5642,2808,2834,38.5237964,47.6243933
گلستان,علي آباد,مركزئ,كتول,7801,26732,13408,13324,16.7207045,96.2819928
گلستان,علي آباد,مركزئ,زرين گل,2997,10175,5065,5110,36.0020428,48.6967721
گلستان,علي آباد,مركزئ,علي اباد,16655,52838,26213,26625,26.0176894,63.0130409
گلستان,علي آباد,مركزئ,مزرعه,1352,4009,2011,1998,39.1654948,44.4284537
گلستان,علي آباد,مركزئ,سنگدوين,1255,4203,2089,2114,36.9961957,54.8565871
گلستان,علي آباد,كمالان,استرآباد,2896,9170,4631,4539,36.770147300000005,54.82667777621192
گلستان,علي آباد,كمالان,شيرنگ,3899,14120,7194,6926,36.9515783,54.7190385
گلستان,علي آباد,كمالان,فاضل آباد,5869,19461,9773,9688,36.6061007,58.4899938
گلستان,كردكوی,مركزئ,چهاركوه,1866,5729,2869,2860,#,#
گلستان,كردكوی,مركزئ,سدن رستاق شرقي,4983,14979,7552,7427,36.807322549999995,54.23216003626473
گلستان,كردكوی,مركزئ,سدن رستاق غربي,3690,10681,5290,5391,36.784843,54.182245881917794
گلستان,كردكوی,مركزئ,كردكوی,12971,39881,20259,19622,#,#
گلستان,گرگان,مركزئ,استرآبادجنوبي,6999,23108,11797,11311,36.699589200000005,54.58294766376211
گلستان,گرگان,مركزئ,انجيرآب,7376,26959,14797,12162,36.8464032,54.3864862
گلستان,گرگان,مركزئ,روشن آباد,7803,23950,12145,11805,28.8039597,60.3983681
گلستان,گرگان,مركزئ,گرگان,111099,350676,174797,175879,25.6932827,59.3091295
گلستان,گرگان,مركزئ,جلين,2260,7417,3725,3692,36.85118745,54.5326704793633
گلستان,گرگان,مركزئ,گرگان 1,33272,101950,50112,51838,36.8346608,54.4606936
گلستان,گرگان,مركزئ,گرگان 2,33962,108358,54978,53380,36.8285785,54.4284301
گلستان,گرگان,مركزئ,گرگان 3,43865,140368,69707,70661,36.8505739,54.4643282
گلستان,گرگان,بهاران,استرآبادشمالي,5356,17513,8895,8618,36.89167715,54.52875530927161
گلستان,گرگان,بهاران,قرق,7264,23307,11756,11551,36.8436197,59.1088269
گلستان,گرگان,بهاران,سرخنكلاته,2482,7589,3778,3811,#,#
گلستان,گنبد کاووس,داشلي برون,اترك,4074,15244,7816,7428,37.8286879,56.3956175
گلستان,گنبد کاووس,داشلي برون,كرند,2558,9443,4721,4722,29.5290874,-98.27921963445846
گلستان,گنبد کاووس,داشلي برون,اينچه برون,593,2494,1141,1353,37.4553436,54.7183338
گلستان,گنبد کاووس,مركزئ,آق آباد,9570,36886,18448,18438,37.3017426,55.2452262
گلستان,گنبد کاووس,مركزئ,باغلي ماراما,9643,35771,17958,17813,37.1561762,55.0275699
گلستان,گنبد کاووس,مركزئ,فجر,14304,52923,27223,25700,28.8186073,37.8596466
گلستان,گنبد کاووس,مركزئ,سلطانعلي,11398,43404,21874,21530,37.3141888,55.01931785458352
گلستان,گنبد کاووس,مركزئ,گنبد کاووس,44731,151910,75899,76011,37.2492965,55.1659018
گلستان,مينودشت,مركزئ,چهل چائ,7789,25565,12567,12998,37.14654045,55.338850100097275
گلستان,مينودشت,مركزئ,قلعه قافه,1426,4717,2410,2307,37.0431269,55.4927925
گلستان,مينودشت,مركزئ,مينودشت,8980,30085,15263,14822,37.2288889,55.3747222
گلستان,مينودشت,كوهسارات,گرو,3266,11025,5484,5541,37.0304076,59.6876091
گلستان,مينودشت,كوهسارات,سرگل,1258,4091,2080,2011,35.3800571,51.6683348
گلستان,آق قلا,وشمگير,مزرعه جنوبي,2128,7681,3812,3869,32.6569741,51.8487654
گلستان,آق قلا,وشمگير,مزرعه شمالي,4300,16061,8128,7933,39.1654948,44.4284537
گلستان,آق قلا,وشمگير,انبارآلوم,1960,7003,3449,3554,37.132751850000005,54.62139037766107
